species	gene_id	N	S	dN	dS	omega	t	qc_flag	used	excl_reason
c_grandiflora	170939at33090	1075.7	361.3	0.01510	0.00000	999.00000	0.03400	omega_boundary	1	
c_grandiflora	170945at33090	1202.1	435.9	0.00000	0.04020	0.00010	0.03200	omega_boundary	1	
c_grandiflora	171195at33090	541.3	178.7	0.01490	0.00000	999.00000	0.03400	omega_boundary	1	
c_grandiflora	171627at33090	441.1	128.9	0.01120	0.23060	0.04850	0.18200	ok	1	
c_grandiflora	171708at33090	711.2	254.8	0.01570	0.23250	0.06770	0.21900	ok	1	
c_grandiflora	171767at33090	558.9	221.1	0.00000	0.06280	0.00010	0.05300	omega_boundary	1	
c_grandiflora	172000at33090	980.9	321.1	0.00870	0.00000	999.00000	0.02000	omega_boundary	1	
c_grandiflora	172535at33090	1012.7	334.3	0.00000	0.05180	0.00010	0.03900	omega_boundary	1	
c_grandiflora	172666at33090	604.5	208.5	0.00000	0.01860	0.00010	0.01400	omega_boundary	1	
c_grandiflora	173119at33090	695.1	201.9	0.00000	0.05500	0.00010	0.03700	omega_boundary	1	
c_grandiflora	173143at33090	1417.2	769.8	0.00370	0.00000	999.00000	0.00700	omega_boundary	1	
c_grandiflora	173477at33090	440.6	132.4	0.00080	0.00000	998.99980	0.00200	ds_floor	0	ds_floor
c_grandiflora	174213at33090	578.5	156.5	0.01810	0.00000	999.00000	0.04300	omega_boundary	1	
c_grandiflora	174767at33090	508.3	178.7	0.01270	0.00000	999.00000	0.02800	omega_boundary	1	
c_grandiflora	175583at33090	464.9	147.1	0.03920	0.18040	0.21720	0.21900	ok	1	
c_grandiflora	175792at33090	541.8	136.2	0.02340	0.18720	0.12490	0.16900	ok	1	
c_grandiflora	176016at33090	386.3	135.7	0.00000	0.08380	0.00010	0.06500	omega_boundary	1	
c_grandiflora	176328at33090	1189.4	400.6	0.00150	0.00000	999.00000	0.00300	omega_boundary	1	
c_grandiflora	177296at33090	368.1	114.9	0.00000	0.01370	0.00010	0.01000	omega_boundary	1	
c_grandiflora	177720at33090	1584.2	578.8	0.03410	0.18660	0.18270	0.22500	ok	1	
c_grandiflora	177964at33090	577.5	190.5	0.01950	0.24020	0.08110	0.22300	ok	1	
c_grandiflora	178386at33090	679.9	232.1	0.02870	0.13360	0.21470	0.16600	ok	1	
c_grandiflora	179975at33090	610.6	229.4	0.01340	0.14050	0.09560	0.14400	ok	1	
c_grandiflora	180408at33090	595.7	205.3	0.00000	0.01960	0.00200	0.01500	ok	1	
c_grandiflora	180466at33090	726.2	260.8	0.00620	0.00000	999.00000	0.01400	omega_boundary	1	
c_grandiflora	180674at33090	672.5	263.5	0.00990	0.00000	487.74810	0.02100	ds_floor	0	ds_floor
c_grandiflora	181108at33090	520.2	196.8	0.01200	0.21350	0.05620	0.20200	ok	1	
c_grandiflora	182493at33090	686.5	264.5	0.00330	0.00000	968.95810	0.00700	ds_floor	0	ds_floor
c_grandiflora	182513at33090	943.5	343.5	0.00300	0.00000	704.86460	0.00700	ds_floor	0	ds_floor
c_grandiflora	183313at33090	761.6	213.4	0.01120	0.00000	999.00000	0.02600	omega_boundary	1	
c_grandiflora	183396at33090	493.3	142.7	0.03410	0.19780	0.17230	0.21200	ok	1	
c_grandiflora	183719at33090	1086.9	377.1	0.02420	0.13980	0.17300	0.16200	ok	1	
c_grandiflora	183931at33090	739.6	202.4	0.00820	0.22410	0.03670	0.16400	ok	1	
c_grandiflora	184405at33090	1105.8	349.2	0.00000	0.01240	0.00010	0.00900	omega_boundary	1	
c_grandiflora	18455at33090	1716.6	557.4	0.00000	0.00000	2.87080	0.00000	ds_floor	0	ds_floor
c_grandiflora	185172at33090	425.1	144.9	0.00980	0.00000	999.00000	0.02200	omega_boundary	1	
c_grandiflora	185214at33090	611.6	228.4	0.00000	0.00890	0.00010	0.00700	omega_boundary	1	
c_grandiflora	1855at33090	4762.0	1610.0	0.02790	0.14170	0.19710	0.17000	ok	1	
c_grandiflora	185696at33090	1436.8	426.2	0.01200	0.12540	0.09580	0.11400	ok	1	
c_grandiflora	185941at33090	537.9	203.1	0.03260	0.08500	0.38300	0.14100	ok	1	
c_grandiflora	186340at33090	616.1	244.9	0.03630	0.18620	0.19500	0.23700	ok	1	
c_grandiflora	187462at33090	1060.5	343.5	0.00000	0.00000	4.10770	0.00000	ds_floor	0	ds_floor
c_grandiflora	187866at33090	290.4	108.6	0.00000	0.12000	0.00010	0.09800	omega_boundary	1	
c_grandiflora	187914at33090	993.2	308.8	0.01340	0.00000	999.00000	0.03100	omega_boundary	1	
c_grandiflora	18801at33090	2327.4	801.6	0.00000	0.00000	1.15340	0.00000	ds_floor	0	ds_floor
c_grandiflora	188180at33090	513.2	176.8	0.02400	0.20270	0.11840	0.20900	ok	1	
c_grandiflora	188436at33090	511.2	184.8	0.01210	0.18730	0.06470	0.17600	ok	1	
c_grandiflora	188583at33090	893.9	312.1	0.03820	0.24300	0.15710	0.27400	ok	1	
c_grandiflora	188938at33090	609.6	221.4	0.00000	0.13100	0.00010	0.10500	omega_boundary	1	
c_grandiflora	189891at33090	815.2	288.8	0.00280	0.00000	876.27850	0.00600	ds_floor	0	ds_floor
c_grandiflora	190390at33090	732.8	245.2	0.00440	0.00000	661.47410	0.01000	ds_floor	0	ds_floor
c_grandiflora	191396at33090	884.7	264.3	0.02700	0.14830	0.18190	0.16500	ok	1	
c_grandiflora	191581at33090	593.5	198.5	0.00000	0.00000	0.27750	0.00000	ds_floor	0	ds_floor
c_grandiflora	192090at33090	1798.9	517.1	0.00820	0.00000	999.00000	0.01900	omega_boundary	1	
c_grandiflora	192456at33090	475.4	145.6	0.03920	0.19300	0.20290	0.22600	ok	1	
c_grandiflora	192750at33090	640.7	196.3	0.00070	0.00140	0.50900	0.00300	ok	1	
c_grandiflora	193351at33090	260.4	78.6	0.01150	0.12150	0.09470	0.11100	ok	1	
c_grandiflora	193437at33090	608.5	180.5	0.00000	0.07140	0.00010	0.04900	omega_boundary	1	
c_grandiflora	193683at33090	554.5	156.5	0.00000	0.00000	0.15050	0.00000	ds_floor	0	ds_floor
c_grandiflora	193777at33090	714.1	263.9	0.00420	0.00000	999.00000	0.00900	omega_boundary	1	
c_grandiflora	193982at33090	503.7	168.3	0.01730	0.00000	999.00000	0.03900	omega_boundary	1	
c_grandiflora	194002at33090	529.4	163.6	0.00000	0.07670	0.00010	0.05400	omega_boundary	1	
c_grandiflora	194293at33090	758.3	243.7	0.04280	0.16080	0.26610	0.21500	ok	1	
c_grandiflora	194372at33090	344.6	108.4	0.02100	0.17970	0.11670	0.17700	ok	1	
c_grandiflora	194467at33090	569.6	243.4	0.01480	0.00000	999.00000	0.03100	omega_boundary	1	
c_grandiflora	195185at33090	631.2	211.8	0.00000	0.05530	0.00010	0.04200	omega_boundary	1	
c_grandiflora	195354at33090	464.3	162.7	0.00000	0.08360	0.00010	0.06500	omega_boundary	1	
c_grandiflora	195527at33090	942.7	317.3	0.01510	0.00000	999.00000	0.03400	omega_boundary	1	
c_grandiflora	195843at33090	526.7	163.3	0.01550	0.21570	0.07190	0.18900	ok	1	
c_grandiflora	196198at33090	387.2	161.8	0.04830	0.20170	0.23970	0.28100	ok	1	
c_grandiflora	196324at33090	639.8	182.2	0.00830	0.00000	999.00000	0.01900	omega_boundary	1	
c_grandiflora	196325at33090	761.9	267.1	0.00190	0.00000	753.39300	0.00400	ds_floor	0	ds_floor
c_grandiflora	196410at33090	525.4	137.6	0.00000	0.00000	1.67760	0.00000	ds_floor	0	ds_floor
c_grandiflora	196443at33090	470.9	192.1	0.01690	0.12050	0.14010	0.14100	ok	1	
c_grandiflora	196490at33090	770.9	282.1	0.00000	0.04080	0.00010	0.03300	omega_boundary	1	
c_grandiflora	196512at33090	1112.6	348.4	0.00000	0.12920	0.00010	0.09200	omega_boundary	1	
c_grandiflora	196850at33090	479.2	165.8	0.01640	0.15610	0.10510	0.15700	ok	1	
c_grandiflora	196873at33090	418.7	151.3	0.07280	0.16110	0.45200	0.28900	ok	1	
c_grandiflora	196991at33090	647.9	147.1	0.00740	0.00000	574.00920	0.01800	ds_floor	0	ds_floor
c_grandiflora	197780at33090	779.9	261.1	0.00000	0.03530	0.00010	0.02700	omega_boundary	1	
c_grandiflora	197838at33090	397.5	127.5	0.01930	0.00000	999.00000	0.04400	omega_boundary	1	
c_grandiflora	198012at33090	335.9	123.1	0.00910	0.20430	0.04460	0.18400	ok	1	
c_grandiflora	198570at33090	751.2	229.8	0.00300	0.00000	999.00000	0.00700	omega_boundary	1	
c_grandiflora	199163at33090	846.5	314.5	0.03110	0.14130	0.21980	0.18300	ok	1	
c_grandiflora	199618at33090	994.8	298.2	0.00770	0.00000	999.00000	0.01800	omega_boundary	1	
c_grandiflora	199795at33090	482.1	183.9	0.02790	0.12270	0.22720	0.16200	ok	1	
c_grandiflora	200316at33090	1032.1	359.9	0.01900	0.07500	0.25260	0.10000	ok	1	
c_grandiflora	200488at33090	968.9	306.1	0.04070	0.12310	0.33060	0.18100	ok	1	
c_grandiflora	200499at33090	853.3	310.7	0.00000	0.03490	0.00010	0.02800	omega_boundary	1	
c_grandiflora	200687at33090	536.1	171.9	0.00000	0.00000	0.19130	0.00000	ds_floor	0	ds_floor
c_grandiflora	201861at33090	480.8	179.2	0.00000	0.09060	0.00010	0.07400	omega_boundary	1	
c_grandiflora	203023at33090	427.1	136.9	0.00820	0.00000	999.00000	0.01900	omega_boundary	1	
c_grandiflora	203383at33090	823.3	232.7	0.00000	0.00000	0.27620	0.00000	ds_floor	0	ds_floor
c_grandiflora	203818at33090	427.4	145.6	0.02390	0.22010	0.10860	0.22100	ok	1	
c_grandiflora	204117at33090	718.7	235.3	0.00200	0.02200	0.09240	0.02100	ok	1	
c_grandiflora	204880at33090	609.2	230.8	0.00010	0.00020	0.60680	0.00000	ds_floor	0	ds_floor
c_grandiflora	205308at33090	635.7	186.3	0.00000	0.05930	0.00010	0.04000	omega_boundary	1	
c_grandiflora	206164at33090	394.0	149.0	0.00140	0.00000	83.55300	0.00300	ds_floor	0	ds_floor
c_grandiflora	206170at33090	514.5	181.5	0.00000	0.03240	0.00010	0.02500	omega_boundary	1	
c_grandiflora	207179at33090	859.6	286.4	0.00000	0.14790	0.00010	0.11100	omega_boundary	1	
c_grandiflora	208706at33090	625.0	191.0	0.01970	0.20390	0.09650	0.18800	ok	1	
c_grandiflora	208707at33090	315.0	114.0	0.04350	0.00000	999.00000	0.09600	omega_boundary	1	
c_grandiflora	208849at33090	253.3	82.7	0.00000	0.05490	0.00010	0.04100	omega_boundary	1	
c_grandiflora	209015at33090	588.7	173.3	0.01310	0.00000	999.00000	0.03000	omega_boundary	1	
c_grandiflora	209301at33090	816.5	263.5	0.01900	0.00000	999.00000	0.04300	omega_boundary	1	
c_grandiflora	209302at33090	588.7	215.3	0.06120	0.17970	0.34070	0.27900	ok	1	
c_grandiflora	209516at33090	562.4	163.6	0.01970	0.17940	0.10960	0.16700	ok	1	
c_grandiflora	210493at33090	348.1	71.9	0.01160	0.32530	0.03550	0.19600	ok	1	
c_grandiflora	210551at33090	566.9	189.1	0.01980	0.19750	0.10000	0.19300	ok	1	
c_grandiflora	210851at33090	432.6	152.4	0.00000	0.07250	0.00010	0.05700	omega_boundary	1	
c_grandiflora	21163at33090	2194.7	679.3	0.02560	0.06780	0.37810	0.10700	ok	1	
c_grandiflora	211645at33090	453.7	134.3	0.00000	0.18200	0.00010	0.12500	omega_boundary	1	
c_grandiflora	212331at33090	793.8	319.2	0.01410	0.06450	0.21870	0.08600	ok	1	
c_grandiflora	212845at33090	597.2	239.8	0.02400	0.21890	0.10980	0.24000	ok	1	
c_grandiflora	213827at33090	483.7	185.3	0.00860	0.00000	999.00000	0.01900	omega_boundary	1	
c_grandiflora	213828at33090	415.3	169.7	0.01320	0.00000	999.00000	0.02800	omega_boundary	1	
c_grandiflora	214313at33090	424.1	91.9	0.00000	0.30580	0.00010	0.16300	omega_boundary	1	
c_grandiflora	215062at33090	491.9	162.1	0.00000	0.00000	0.54430	0.00000	ds_floor	0	ds_floor
c_grandiflora	215487at33090	293.7	114.3	0.02690	0.26090	0.10300	0.27700	ok	1	
c_grandiflora	215817at33090	864.7	281.3	0.00000	0.09100	0.00010	0.06700	omega_boundary	1	
c_grandiflora	216228at33090	551.7	204.3	0.02000	0.13660	0.14610	0.15400	ok	1	
c_grandiflora	216601at33090	459.3	134.7	0.00000	0.00000	0.26540	0.00000	ds_floor	0	ds_floor
c_grandiflora	217014at33090	651.6	236.4	0.04270	0.23210	0.18380	0.27900	ok	1	
c_grandiflora	21751at33090	2308.0	893.0	0.00820	0.00000	999.00000	0.01800	omega_boundary	1	
c_grandiflora	21857at33090	1660.7	550.3	0.00010	0.00000	3.69000	0.00000	ds_floor	0	ds_floor
c_grandiflora	218947at33090	272.8	84.2	0.00700	0.00000	999.00000	0.01600	omega_boundary	1	
c_grandiflora	219128at33090	253.1	88.9	0.00000	0.17680	0.00010	0.13800	omega_boundary	1	
c_grandiflora	219839at33090	378.1	131.9	0.00560	0.00000	999.00000	0.01200	omega_boundary	1	
c_grandiflora	220316at33090	561.3	194.7	0.03770	0.14300	0.26380	0.19400	ok	1	
c_grandiflora	220587at33090	633.0	207.0	0.02430	0.00000	999.00000	0.05500	omega_boundary	1	
c_grandiflora	220589at33090	1082.7	375.3	0.03850	0.22060	0.17430	0.25600	ok	1	
c_grandiflora	22109at33090	1591.5	553.5	0.02640	0.21050	0.12540	0.22200	ok	1	
c_grandiflora	223902at33090	326.6	111.4	0.00000	0.18230	0.00010	0.13900	omega_boundary	1	
c_grandiflora	225336at33090	483.5	182.5	0.00000	0.00000	0.53660	0.00000	ds_floor	0	ds_floor
c_grandiflora	22618at33090	1797.8	629.2	0.00000	0.00000	3.68020	0.00000	ds_floor	0	ds_floor
c_grandiflora	227848at33090	571.3	184.7	0.00000	0.00000	0.71270	0.00000	ds_floor	0	ds_floor
c_grandiflora	228201at33090	738.4	269.6	0.00080	0.00000	966.06630	0.00200	ds_floor	0	ds_floor
c_grandiflora	22958at33090	2049.7	680.3	0.00000	0.04320	0.00010	0.03200	omega_boundary	1	
c_grandiflora	229764at33090	841.7	301.3	0.01310	0.11530	0.11320	0.12000	ok	1	
c_grandiflora	229778at33090	383.1	165.9	0.05880	0.27370	0.21490	0.37100	ok	1	
c_grandiflora	229782at33090	369.5	125.5	0.00000	0.11920	0.00010	0.09100	omega_boundary	1	
c_grandiflora	230103at33090	1069.6	361.4	0.00000	0.09720	0.00010	0.07400	omega_boundary	1	
c_grandiflora	231151at33090	699.2	230.8	0.00000	0.00000	0.53630	0.00000	ds_floor	0	ds_floor
c_grandiflora	231707at33090	607.6	208.4	0.02090	0.00000	999.00000	0.04700	omega_boundary	1	
c_grandiflora	233744at33090	390.6	143.4	0.00000	0.01280	0.00010	0.01000	omega_boundary	1	
c_grandiflora	23444at33090	1679.8	507.2	0.00000	0.00800	0.00010	0.00600	omega_boundary	1	
c_grandiflora	23853at33090	2009.2	720.8	0.01400	0.13920	0.10030	0.14100	ok	1	
c_grandiflora	24838at33090	2099.3	675.7	0.00730	0.00000	999.00000	0.01700	omega_boundary	1	
c_grandiflora	24at33090	11341.3	3868.7	0.02100	0.15620	0.13470	0.16600	ok	1	
c_grandiflora	25435at33090	2172.2	656.8	0.00000	0.00000	3.11730	0.00000	ds_floor	0	ds_floor
c_grandiflora	255at33090	5732.8	1980.2	0.01860	0.18070	0.10300	0.18100	ok	1	
c_grandiflora	26868at33090	1553.8	540.2	0.03290	0.16450	0.19990	0.20100	ok	1	
c_grandiflora	27237at33090	1793.6	615.4	0.00430	0.00000	999.00000	0.01000	omega_boundary	1	
c_grandiflora	27607at33090	1532.4	555.6	0.00190	0.00000	999.00000	0.00400	omega_boundary	1	
c_grandiflora	28920at33090	1787.4	606.6	0.00000	0.03260	0.00010	0.02500	omega_boundary	1	
c_grandiflora	31855at33090	1560.1	602.9	0.01830	0.10610	0.17280	0.12800	ok	1	
c_grandiflora	32730at33090	1391.2	396.8	0.01520	0.21280	0.07160	0.17700	ok	1	
c_grandiflora	32923at33090	1564.6	505.4	0.05310	0.14050	0.37800	0.22300	ok	1	
c_grandiflora	33264at33090	1347.1	467.9	0.02630	0.18540	0.14190	0.20200	ok	1	
c_grandiflora	34517at33090	1766.4	714.6	0.00000	0.00000	5.59800	0.00000	ds_floor	0	ds_floor
c_grandiflora	35499at33090	1560.1	560.9	0.00550	0.00000	999.00000	0.01200	omega_boundary	1	
c_grandiflora	35887at33090	1940.3	600.7	0.00000	0.02480	0.00010	0.01800	omega_boundary	1	
c_grandiflora	36284at33090	1709.0	610.0	0.00000	0.06980	0.00010	0.05500	omega_boundary	1	
c_grandiflora	37663at33090	1452.7	551.3	0.02420	0.17700	0.13650	0.19900	ok	1	
c_grandiflora	37699at33090	1881.7	593.3	0.00000	0.11410	0.00010	0.08200	omega_boundary	1	
c_grandiflora	39913at33090	1628.6	594.4	0.00000	0.00000	1.68950	0.00000	ds_floor	0	ds_floor
c_grandiflora	4034at33090	3101.8	1044.2	0.03030	0.16000	0.18910	0.18900	ok	1	
c_grandiflora	40630at33090	1761.1	599.9	0.01790	0.15640	0.11440	0.15900	ok	1	
c_grandiflora	41146at33090	1403.9	468.1	0.00000	0.03440	0.00010	0.02600	omega_boundary	1	
c_grandiflora	4115at33090	2478.8	839.2	0.01940	0.09040	0.21500	0.11200	ok	1	
c_grandiflora	41244at33090	1295.5	462.5	0.00000	0.03930	0.00010	0.03100	omega_boundary	1	
c_grandiflora	42407at33090	1288.2	373.8	0.00000	0.02930	0.00010	0.02000	omega_boundary	1	
c_grandiflora	43683at33090	1472.8	495.2	0.00000	0.01020	0.00010	0.00800	omega_boundary	1	
c_grandiflora	43957at33090	2025.9	671.1	0.02250	0.20300	0.11080	0.20200	ok	1	
c_grandiflora	44063at33090	1304.6	411.4	0.02340	0.14500	0.16130	0.15800	ok	1	
c_grandiflora	44526at33090	1442.9	483.1	0.00870	0.00000	999.00000	0.02000	omega_boundary	1	
c_grandiflora	46307at33090	1310.7	450.3	0.00480	0.00000	193.24040	0.01100	ds_floor	0	ds_floor
c_grandiflora	48027at33090	1278.9	431.1	0.00140	0.00000	999.00000	0.00300	omega_boundary	1	
c_grandiflora	48290at33090	1454.4	480.6	0.00000	0.05810	0.00010	0.04300	omega_boundary	1	
c_grandiflora	48645at33090	1364.1	420.9	0.00010	0.00010	0.92260	0.00000	ds_floor	0	ds_floor
c_grandiflora	49092at33090	1241.6	426.4	0.00390	0.00000	999.00000	0.00900	omega_boundary	1	
c_grandiflora	50512at33090	1181.6	339.4	0.05160	0.21960	0.23520	0.26700	ok	1	
c_grandiflora	50528at33090	1243.2	370.8	0.00000	0.00000	1.48180	0.00000	ds_floor	0	ds_floor
c_grandiflora	51214at33090	1390.7	439.3	0.00000	0.08680	0.00010	0.06300	omega_boundary	1	
c_grandiflora	51262at33090	1563.7	545.3	0.00000	0.11040	0.00010	0.08600	omega_boundary	1	
c_grandiflora	52795at33090	1335.4	467.6	0.01290	0.15630	0.08270	0.15000	ok	1	
c_grandiflora	5305at33090	2390.9	699.1	0.05170	0.18520	0.27910	0.24600	ok	1	
c_grandiflora	53416at33090	1075.9	439.1	0.00050	0.00000	43.13300	0.00100	ds_floor	0	ds_floor
c_grandiflora	53527at33090	2158.8	697.2	0.00030	0.00050	0.59890	0.00100	ds_floor	0	ds_floor
c_grandiflora	58672at33090	1018.9	349.1	0.00820	0.00000	999.00000	0.01800	omega_boundary	1	
c_grandiflora	5927at33090	2922.2	1052.8	0.03840	0.17980	0.21350	0.22800	ok	1	
c_grandiflora	60262at33090	1033.8	340.2	0.00160	0.00220	0.73840	0.00500	ok	1	
c_grandiflora	62262at33090	1034.7	360.3	0.00000	0.08260	0.00010	0.06400	omega_boundary	1	
c_grandiflora	63411at33090	1159.7	421.3	0.01910	0.08630	0.22090	0.11100	ok	1	
c_grandiflora	63853at33090	1067.5	348.5	0.01920	0.23590	0.08140	0.21800	ok	1	
c_grandiflora	64272at33090	2067.4	611.6	0.03900	0.16130	0.24160	0.20100	ok	1	
c_grandiflora	6512at33090	2628.8	839.2	0.00000	0.00940	0.00010	0.00700	omega_boundary	1	
c_grandiflora	65263at33090	1355.3	411.7	0.03600	0.21500	0.16730	0.23300	ok	1	
c_grandiflora	67132at33090	1513.5	496.5	0.00000	0.06970	0.00010	0.05200	omega_boundary	1	
c_grandiflora	67389at33090	1223.4	381.6	0.00240	0.00000	999.00000	0.00500	omega_boundary	1	
c_grandiflora	68169at33090	1774.2	655.8	0.00640	0.00000	999.00000	0.01400	omega_boundary	1	
c_grandiflora	6843at33090	1803.1	608.9	0.01390	0.00000	999.00000	0.03100	omega_boundary	1	
c_grandiflora	68537at33090	1018.2	373.8	0.00000	0.02340	0.00010	0.01900	omega_boundary	1	
c_grandiflora	68957at33090	1266.9	443.1	0.02120	0.11960	0.17700	0.14000	ok	1	
c_grandiflora	69073at33090	1041.5	371.5	0.00000	0.00000	4.86850	0.00000	ds_floor	0	ds_floor
c_grandiflora	69137at33090	1263.5	383.5	0.00000	0.06470	0.00010	0.04500	omega_boundary	1	
c_grandiflora	69505at33090	1094.5	288.5	0.03540	0.26420	0.13400	0.24900	ok	1	
c_grandiflora	70613at33090	1026.7	353.3	0.00000	0.09690	0.00010	0.07400	omega_boundary	1	
c_grandiflora	71620at33090	1035.1	326.9	0.00880	0.15490	0.05690	0.13200	ok	1	
c_grandiflora	72992at33090	1302.3	386.7	0.00640	0.00000	999.00000	0.01500	omega_boundary	1	
c_grandiflora	7366at33090	2496.9	725.1	0.01720	0.21080	0.08160	0.18200	ok	1	
c_grandiflora	74230at33090	1071.0	333.0	0.01390	0.17570	0.07900	0.15700	ok	1	
c_grandiflora	74742at33090	1042.3	358.7	0.03730	0.15750	0.23670	0.20400	ok	1	
c_grandiflora	76849at33090	1312.5	454.5	0.02520	0.17330	0.14530	0.19000	ok	1	
c_grandiflora	79950at33090	976.6	337.4	0.04930	0.14390	0.34260	0.22100	ok	1	
c_grandiflora	8072at33090	2133.0	741.0	0.00510	0.07840	0.06490	0.07200	ok	1	
c_grandiflora	83749at33090	1029.6	350.4	0.00330	0.00000	999.00000	0.00700	omega_boundary	1	
c_grandiflora	84264at33090	1727.6	567.4	0.00000	0.00070	0.00010	0.00100	omega_boundary	1	
c_grandiflora	87347at33090	2141.9	714.1	0.02710	0.14290	0.18930	0.16800	ok	1	
c_grandiflora	87734at33090	1035.4	362.6	0.00720	0.00700	1.03570	0.02200	ok	1	
c_grandiflora	88295at33090	1008.8	356.2	0.00000	0.00000	0.20900	0.00000	ds_floor	0	ds_floor
c_grandiflora	88687at33090	988.3	322.7	0.00000	0.00000	0.61220	0.00000	ds_floor	0	ds_floor
c_grandiflora	88771at33090	1233.0	432.0	0.00000	0.00000	0.30180	0.00000	ds_floor	0	ds_floor
c_grandiflora	89796at33090	1484.1	555.9	0.00120	0.05640	0.02100	0.04900	ok	1	
c_grandiflora	90301at33090	1024.2	361.8	0.00300	0.00000	999.00000	0.00700	omega_boundary	1	
c_grandiflora	9044at33090	2350.0	815.0	0.00730	0.00000	727.56310	0.01600	ds_floor	0	ds_floor
c_grandiflora	9058at33090	3281.3	1029.7	0.02030	0.03800	0.53470	0.07400	ok	1	
c_grandiflora	90872at33090	1030.9	331.1	0.00000	0.00000	1.99160	0.00000	ds_floor	0	ds_floor
c_grandiflora	92579at33090	857.3	351.7	0.01930	0.15840	0.12150	0.17900	ok	1	
c_grandiflora	95807at33090	955.8	340.2	0.04990	0.10280	0.48530	0.19100	ok	1	
c_grandiflora	96953at33090	883.8	274.2	0.05510	0.26430	0.20850	0.31400	ok	1	
c_grandiflora	97593at33090	915.7	323.3	0.01670	0.11440	0.14570	0.12700	ok	1	
c_grandiflora	9849at33090	2398.9	823.1	0.03400	0.13560	0.25060	0.18000	ok	1	
